,Eyetracker timestamp,Gaze point X,Gaze point Y
44508,1207801428.0,763.0,564.0
44509,1207809837.0,762.0,567.0
44510,1207818104.0,763.0,574.0
44511,1207826430.0,774.0,575.0
44512,1207834757.0,774.0,580.0
44513,1207843157.0,770.0,568.0
44514,1207851424.0,732.0,655.0
44515,1207859819.0,786.0,575.0
44516,1207868149.0,786.0,589.0
44517,1207876477.0,780.0,570.0
44518,1207884753.0,770.0,550.0
44519,1207893147.0,767.0,527.0
44520,1207901423.0,760.0,521.0
44521,1207909802.0,780.0,540.0
44522,1207918085.0,777.0,533.0
44523,1207926415.0,777.0,550.0
44524,1207934800.0,718.0,537.0
44525,1207943082.0,718.0,537.0
44526,1207951451.0,692.0,588.0
44527,1207959803.0,689.0,595.0
44529,1207968080.0,704.0,615.0
44530,1207976463.0,684.0,550.0
44531,1207984742.0,673.0,535.0
44532,1207993144.0,684.0,546.0
44534,1208001445.0,689.0,617.0
44535,1208009799.0,692.0,609.0
44536,1208018106.0,679.0,582.0
44537,1208026404.0,677.0,575.0
44539,1208034737.0,686.0,555.0
44540,1208043130.0,669.0,570.0
44541,1208051399.0,677.0,595.0
44542,1208059733.0,650.0,664.0
44544,1208068076.0,667.0,676.0
44545,1208076398.0,681.0,673.0
44546,1208084730.0,702.0,618.0
44548,1208093105.0,697.0,624.0
44549,1208101392.0,695.0,629.0
44550,1208109725.0,672.0,589.0
44551,1208118069.0,675.0,591.0
44553,1208126389.0,674.0,591.0
44554,1208134722.0,674.0,597.0
44555,1208143059.0,690.0,621.0
44556,1208151388.0,698.0,631.0
44558,1208159813.0,692.0,634.0
44559,1208168079.0,694.0,645.0
44560,1208176385.0,678.0,596.0
44561,1208184717.0,692.0,631.0
44563,1208193099.0,676.0,587.0
44564,1208201383.0,687.0,648.0
44565,1208209731.0,687.0,646.0
44566,1208218072.0,676.0,619.0
44568,1208226400.0,682.0,617.0
44569,1208234722.0,682.0,621.0
44570,1208243049.0,687.0,610.0
44571,1208251381.0,657.0,590.0
44573,1208259742.0,632.0,586.0
44574,1208268043.0,651.0,628.0
44575,1208276375.0,659.0,630.0
44576,1208284706.0,634.0,672.0
44578,1208293121.0,693.0,619.0
44579,1208301369.0,694.0,578.0
44580,1208309737.0,635.0,690.0
44581,1208318047.0,690.0,586.0
44583,1208326369.0,738.0,619.0
44584,1208334733.0,741.0,582.0
44585,1208343037.0,741.0,582.0
44586,1208351364.0,724.0,583.0
44588,1208359730.0,727.0,581.0
44589,1208368032.0,715.0,611.0
44590,1208376362.0,723.0,600.0
44591,1208384693.0,683.0,659.0
44593,1208393028.0,731.0,604.0
44594,1208401359.0,749.0,615.0
44595,1208409691.0,740.0,588.0
44596,1208418028.0,725.0,614.0
44598,1208426363.0,738.0,585.0
44599,1208434688.0,720.0,577.0
44600,1208443022.0,738.0,559.0
44601,1208451387.0,724.0,552.0
44603,1208459706.0,721.0,567.0
44604,1208468021.0,730.0,557.0
44605,1208476350.0,756.0,530.0
44606,1208484717.0,762.0,514.0
44608,1208493053.0,754.0,506.0
44609,1208501348.0,753.0,487.0
44610,1208509678.0,747.0,489.0
44611,1208518061.0,752.0,496.0
44613,1208526345.0,729.0,520.0
44614,1208534676.0,771.0,458.0
44615,1208543023.0,765.0,452.0
44616,1208551341.0,761.0,458.0
44618,1208559673.0,739.0,511.0
44619,1208568018.0,763.0,509.0
44620,1208576340.0,761.0,503.0
44621,1208584671.0,761.0,497.0
44623,1208593027.0,729.0,591.0
44624,1208601360.0,778.0,502.0
44625,1208609687.0,764.0,459.0
44626,1208618026.0,759.0,476.0
44628,1208626338.0,777.0,516.0
44629,1208634665.0,775.0,509.0
44630,1208643020.0,768.0,494.0
44631,1208651335.0,735.0,568.0
44633,1208659699.0,757.0,466.0
44634,1208668002.0,757.0,466.0
44635,1208676327.0,750.0,464.0
44636,1208684664.0,750.0,463.0
44638,1208693035.0,752.0,461.0
44639,1208701325.0,751.0,447.0
44640,1208709657.0,748.0,444.0
44641,1208717992.0,753.0,452.0
44643,1208726410.0,761.0,461.0
44644,1208734653.0,767.0,483.0
44645,1208743074.0,783.0,465.0
44646,1208751318.0,735.0,508.0
44648,1208759652.0,741.0,408.0
44649,1208768004.0,750.0,422.0
44650,1208776337.0,766.0,416.0
44651,1208784668.0,775.0,421.0
44653,1208793066.0,771.0,414.0
44654,1208801329.0,779.0,435.0
44655,1208809644.0,785.0,439.0
44656,1208817989.0,769.0,438.0
44658,1208826310.0,765.0,420.0
44659,1208834644.0,764.0,426.0
44660,1208842997.0,780.0,459.0
44661,1208851330.0,715.0,531.0
44663,1208859696.0,772.0,471.0
44664,1208868021.0,765.0,463.0
44665,1208876338.0,717.0,526.0
44666,1208884725.0,789.0,413.0
44668,1208892990.0,791.0,418.0
44669,1208901368.0,744.0,540.0
44670,1208909635.0,750.0,554.0
44671,1208917974.0,801.0,460.0
44673,1208926302.0,775.0,434.0
44674,1208934701.0,767.0,428.0
44675,1208943003.0,764.0,425.0
44676,1208951297.0,771.0,427.0
44678,1208959628.0,775.0,431.0
44679,1208967981.0,774.0,430.0
44680,1208976311.0,724.0,525.0
44681,1208984628.0,764.0,435.0
44683,1208992973.0,767.0,432.0
44684,1209001333.0,726.0,519.0
44685,1209009625.0,782.0,442.0
44687,1209017975.0,782.0,429.0
44688,1209026292.0,714.0,508.0
44689,1209034620.0,778.0,445.0
44690,1209042961.0,771.0,466.0
44692,1209051339.0,765.0,439.0
44693,1209059618.0,775.0,439.0
44694,1209068060.0,768.0,428.0
44695,1209076364.0,724.0,520.0
44697,1209084649.0,777.0,443.0
44698,1209092968.0,825.0,461.0
44699,1209101379.0,875.0,547.0
44700,1209109614.0,1029.0,560.0
44702,1209117968.0,1067.0,608.0
44703,1209126280.0,999.0,600.0
44704,1209134615.0,1077.0,615.0
44705,1209142971.0,1076.0,573.0
44707,1209151273.0,1040.0,590.0
44708,1209159606.0,1083.0,570.0
44709,1209167961.0,1088.0,586.0
44710,1209176280.0,1026.0,571.0
44712,1209184686.0,1069.0,600.0
44713,1209193022.0,1070.0,599.0
44714,1209201268.0,1006.0,596.0
44715,1209209602.0,1072.0,606.0
44717,1209218020.0,1038.0,602.0
44718,1209226336.0,1010.0,596.0
44719,1209234597.0,1034.0,607.0
44720,1209242949.0,1044.0,573.0
44722,1209251319.0,969.0,568.0
44723,1209259649.0,1039.0,551.0
44724,1209267933.0,1059.0,579.0
44725,1209276260.0,996.0,577.0
44727,1209284637.0,1070.0,569.0
44728,1209292945.0,1059.0,591.0
44729,1209301313.0,997.0,611.0
44730,1209309622.0,1047.0,635.0
44732,1209317962.0,997.0,618.0
44733,1209326307.0,999.0,605.0
44734,1209334619.0,1072.0,580.0
44735,1209342951.0,1074.0,567.0
44737,1209351294.0,1076.0,506.0
44738,1209359585.0,1063.0,506.0
44739,1209367978.0,1063.0,506.0
44740,1209376299.0,1005.0,502.0
44742,1209384580.0,948.0,469.0
44743,1209392937.0,939.0,464.0
44744,1209401250.0,937.0,506.0
44745,1209409647.0,937.0,487.0
44747,1209417997.0,941.0,514.0
44748,1209426245.0,927.0,464.0
44749,1209434607.0,948.0,507.0
44750,1209442937.0,942.0,494.0
44752,1209451273.0,939.0,487.0
44753,1209459576.0,937.0,480.0
44754,1209468002.0,943.0,477.0
44755,1209476237.0,949.0,475.0
44757,1209484569.0,951.0,483.0
44758,1209492941.0,949.0,474.0
44759,1209501235.0,910.0,550.0
44760,1209509566.0,955.0,497.0
44762,1209517936.0,952.0,495.0
44763,1209526232.0,945.0,497.0
44764,1209534565.0,937.0,505.0
44765,1209542902.0,930.0,492.0
44767,1209551228.0,913.0,480.0
44768,1209559561.0,910.0,414.0
44769,1209567941.0,913.0,426.0
44770,1209576226.0,926.0,438.0
44772,1209584559.0,923.0,431.0
44773,1209592920.0,930.0,428.0
44774,1209601255.0,926.0,432.0
44775,1209609579.0,928.0,443.0
44777,1209617964.0,917.0,427.0
44778,1209626283.0,925.0,441.0
44779,1209634554.0,923.0,436.0
44780,1209642890.0,923.0,425.0
44782,1209651252.0,909.0,422.0
44783,1209659583.0,913.0,415.0
44784,1209667922.0,908.0,393.0
44785,1209676322.0,907.0,396.0
44787,1209684582.0,918.0,451.0
44788,1209692966.0,904.0,442.0
44789,1209701219.0,892.0,432.0
44790,1209709551.0,913.0,441.0
44792,1209717904.0,909.0,411.0
44793,1209726273.0,919.0,411.0
44794,1209734544.0,917.0,405.0
44795,1209742902.0,923.0,385.0
44797,1209751226.0,927.0,361.0
44798,1209759544.0,901.0,276.0
44799,1209767876.0,867.0,350.0
44800,1209776202.0,919.0,245.0
44802,1209784536.0,920.0,260.0
44803,1209792890.0,884.0,348.0
44804,1209801229.0,913.0,262.0
44806,1209809535.0,900.0,263.0
44807,1209817882.0,880.0,303.0
44808,1209826197.0,891.0,266.0
44809,1209834563.0,889.0,271.0
44811,1209842918.0,857.0,309.0
44812,1209851242.0,884.0,271.0
44813,1209859529.0,916.0,265.0
44814,1209867908.0,877.0,322.0
44816,1209876193.0,921.0,251.0
44817,1209884557.0,915.0,264.0
44818,1209892893.0,909.0,277.0
44819,1209901214.0,888.0,293.0
44821,1209909534.0,884.0,300.0
44822,1209917903.0,894.0,269.0
44823,1209926192.0,886.0,256.0
44824,1209934520.0,868.0,244.0
44826,1209942854.0,861.0,348.0
44827,1209951218.0,904.0,284.0
44828,1209959551.0,899.0,264.0
44829,1209967870.0,862.0,317.0
44831,1209976252.0,896.0,267.0
44832,1209984517.0,899.0,275.0
44833,1209992868.0,872.0,383.0
44834,1210001184.0,900.0,286.0
44836,1210009561.0,854.0,295.0
44837,1210017850.0,856.0,312.0
44838,1210026177.0,901.0,242.0
44839,1210034510.0,875.0,246.0
44841,1210042938.0,857.0,353.0
44842,1210051259.0,911.0,326.0
44843,1210059508.0,925.0,359.0
44844,1210067860.0,889.0,412.0
44846,1210076168.0,937.0,370.0
44847,1210084502.0,941.0,359.0
44848,1210092837.0,897.0,420.0
44849,1210101164.0,931.0,345.0
44851,1210109531.0,930.0,357.0
44852,1210117842.0,898.0,445.0
44853,1210126208.0,947.0,385.0
44854,1210134529.0,942.0,366.0
44855,1210142831.0,885.0,421.0
44856,1210151189.0,929.0,344.0
44857,1210159492.0,926.0,344.0
44858,1210167828.0,928.0,353.0
44859,1210176202.0,976.0,332.0
44860,1210184490.0,922.0,366.0
44861,1210192826.0,921.0,365.0
44862,1210201155.0,918.0,361.0
44863,1210209601.0,937.0,354.0
44864,1210217880.0,928.0,374.0
44865,1210226178.0,934.0,371.0
44866,1210234484.0,913.0,385.0
44867,1210242819.0,913.0,365.0
44868,1210251149.0,911.0,383.0
44869,1210259483.0,917.0,382.0
44870,1210267817.0,921.0,381.0
44871,1210276198.0,935.0,388.0
44872,1210284479.0,937.0,373.0
44873,1210292814.0,937.0,383.0
44874,1210301142.0,931.0,376.0
44875,1210309485.0,931.0,373.0
44876,1210317842.0,928.0,372.0
44877,1210326167.0,928.0,366.0
44878,1210334520.0,930.0,386.0
44879,1210342833.0,920.0,379.0
44880,1210351160.0,919.0,389.0
44881,1210359473.0,918.0,380.0
44882,1210367866.0,930.0,381.0
44883,1210376172.0,973.0,355.0
44884,1210384468.0,927.0,455.0
44885,1210392805.0,921.0,515.0
44886,1210401133.0,914.0,521.0
44887,1210409464.0,907.0,520.0
44888,1210417800.0,906.0,532.0
44889,1210426151.0,919.0,506.0
44890,1210434464.0,922.0,541.0
44891,1210442900.0,923.0,530.0
44892,1210451208.0,927.0,536.0
44893,1210459469.0,925.0,539.0
44894,1210467896.0,886.0,611.0
44895,1210476122.0,921.0,531.0
44896,1210484462.0,907.0,493.0
44897,1210492798.0,921.0,515.0
44898,1210501126.0,944.0,515.0
44899,1210509461.0,951.0,543.0
44900,1210517807.0,940.0,525.0
44901,1210526127.0,919.0,524.0
44902,1210534454.0,911.0,517.0
44903,1210542798.0,915.0,518.0
44904,1210551121.0,977.0,502.0
44905,1210559447.0,921.0,541.0
44906,1210567820.0,923.0,531.0
44907,1210576154.0,924.0,528.0
44908,1210584480.0,929.0,525.0
44909,1210592794.0,932.0,529.0
44910,1210601112.0,926.0,525.0
44911,1210609446.0,933.0,508.0
44912,1210617780.0,932.0,525.0
44913,1210626110.0,972.0,453.0
44914,1210634509.0,915.0,533.0
44915,1210642780.0,903.0,524.0
44916,1210651176.0,982.0,495.0
44917,1210659441.0,940.0,543.0
44918,1210667775.0,994.0,502.0
44920,1210684503.0,990.0,509.0
44921,1210692816.0,999.0,519.0
44922,1210701110.0,993.0,505.0
44923,1210709437.0,944.0,525.0
44924,1210717772.0,980.0,476.0
44925,1210726102.0,979.0,459.0
44926,1210734474.0,903.0,539.0
44927,1210742772.0,923.0,567.0
44929,1210759428.0,962.0,620.0
44930,1210767763.0,1010.0,704.0
44931,1210776090.0,1021.0,784.0
44932,1210784423.0,1041.0,814.0
44933,1210792758.0,995.0,813.0
44934,1210801087.0,996.0,813.0
44935,1210809463.0,994.0,815.0
44936,1210817764.0,1045.0,791.0
44937,1210826084.0,1036.0,778.0
44938,1210834450.0,1019.0,780.0
44939,1210842754.0,1025.0,856.0
44940,1210851144.0,1003.0,857.0
44941,1210859442.0,1020.0,861.0
44942,1210867773.0,1010.0,826.0
44943,1210876084.0,1008.0,816.0
44944,1210884420.0,1000.0,822.0
44945,1210892806.0,996.0,811.0
44946,1210901080.0,989.0,848.0
44947,1210909411.0,997.0,846.0
44948,1210917753.0,1000.0,855.0
44949,1210926084.0,1000.0,821.0
44950,1210934423.0,998.0,816.0
44951,1210942744.0,1000.0,823.0
44952,1210951075.0,1021.0,845.0
44953,1210959403.0,1020.0,846.0
44954,1210967739.0,1028.0,840.0
44955,1210976078.0,1023.0,832.0
44956,1210984406.0,1014.0,836.0
44957,1210992737.0,977.0,869.0
44958,1211001114.0,1004.0,835.0
44959,1211009402.0,1002.0,838.0
44960,1211017822.0,1011.0,837.0
44961,1211026062.0,1015.0,839.0
44962,1211034428.0,1027.0,832.0
44963,1211042729.0,1030.0,826.0
44964,1211051128.0,1023.0,813.0
44965,1211059420.0,1011.0,818.0
44966,1211067754.0,1008.0,821.0
44967,1211076061.0,1023.0,838.0
44968,1211084425.0,1031.0,834.0
44969,1211092809.0,989.0,858.0
44970,1211101060.0,1032.0,839.0
44971,1211109389.0,1045.0,836.0
44973,1211126060.0,1036.0,841.0
44974,1211134393.0,1040.0,833.0
44975,1211142720.0,1048.0,851.0
44976,1211151065.0,1108.0,796.0
44977,1211159395.0,1110.0,799.0
44978,1211167718.0,1096.0,838.0
44979,1211176055.0,1123.0,795.0
44980,1211184457.0,1150.0,794.0
44981,1211192720.0,1052.0,856.0
44982,1211201043.0,1136.0,805.0
44983,1211209374.0,1142.0,811.0
44984,1211217710.0,1063.0,833.0
44985,1211226037.0,1143.0,817.0
44986,1211234404.0,1136.0,812.0
44987,1211242707.0,1070.0,859.0
44988,1211251037.0,1130.0,802.0
44989,1211259371.0,1140.0,793.0
44990,1211267792.0,1082.0,839.0
44991,1211276058.0,1090.0,839.0
44992,1211284457.0,1141.0,803.0
44993,1211292765.0,1085.0,836.0
44994,1211301071.0,1167.0,820.0
44995,1211309377.0,1179.0,822.0
44996,1211317756.0,1062.0,865.0
44997,1211326038.0,1164.0,814.0
44998,1211334363.0,1166.0,804.0
44999,1211342697.0,1100.0,858.0
45000,1211351124.0,1170.0,813.0
45001,1211359369.0,1151.0,811.0
45002,1211367696.0,1080.0,845.0
45003,1211376024.0,1141.0,796.0
45004,1211384356.0,1076.0,796.0
45005,1211392692.0,991.0,802.0
45006,1211401106.0,1031.0,717.0
45007,1211409373.0,989.0,696.0
45008,1211417690.0,938.0,733.0
45009,1211426090.0,1001.0,691.0
45010,1211434352.0,1002.0,693.0
45011,1211442684.0,913.0,744.0
45012,1211451022.0,963.0,694.0
45013,1211459350.0,940.0,702.0
45014,1211467681.0,948.0,712.0
45015,1211476084.0,961.0,709.0
45016,1211484346.0,964.0,706.0
45017,1211492735.0,965.0,710.0
45018,1211501009.0,973.0,714.0
45019,1211509340.0,981.0,714.0
45020,1211517735.0,977.0,712.0
45021,1211526020.0,961.0,705.0
45022,1211534418.0,957.0,697.0
45023,1211542675.0,971.0,697.0
45024,1211551008.0,983.0,736.0
45025,1211559367.0,973.0,708.0
45026,1211567668.0,962.0,721.0
45027,1211575999.0,962.0,713.0
45028,1211584333.0,963.0,706.0
45029,1211592666.0,962.0,685.0
45030,1211601044.0,950.0,708.0
45031,1211609353.0,946.0,713.0
45032,1211617683.0,965.0,726.0
45033,1211626041.0,950.0,717.0
45034,1211634328.0,948.0,707.0
45035,1211642659.0,977.0,679.0
45036,1211651039.0,971.0,677.0
45037,1211659385.0,972.0,679.0
45038,1211667717.0,935.0,696.0
45055,1211809311.0,978.0,806.0
45056,1211817639.0,939.0,855.0
45057,1211825975.0,913.0,797.0
45058,1211834308.0,934.0,829.0
45059,1211842641.0,916.0,859.0
45060,1211850975.0,989.0,797.0
45061,1211859304.0,953.0,852.0
45062,1211867700.0,891.0,866.0
45063,1211876036.0,933.0,841.0
45064,1211884299.0,919.0,837.0
45065,1211892632.0,885.0,898.0
45066,1211900974.0,939.0,850.0
45067,1211909306.0,938.0,849.0
45068,1211917637.0,929.0,853.0
45069,1211925967.0,934.0,858.0
45070,1211934297.0,931.0,855.0
45071,1211942661.0,917.0,856.0
45072,1211950970.0,919.0,844.0
45073,1211959306.0,932.0,859.0
45074,1211967625.0,937.0,864.0
45075,1211975958.0,880.0,878.0
45076,1211984289.0,915.0,844.0
45077,1211992630.0,915.0,841.0
45078,1212000963.0,857.0,885.0
45079,1212009293.0,922.0,850.0
45080,1212017687.0,920.0,858.0
45081,1212026009.0,913.0,869.0
45082,1212034315.0,1000.0,827.0
45083,1212042618.0,954.0,849.0
45084,1212050955.0,952.0,843.0
45085,1212059410.0,1007.0,805.0
45086,1212067620.0,933.0,851.0
45087,1212075947.0,943.0,857.0
45088,1212084333.0,940.0,864.0
45089,1212092670.0,936.0,847.0
45090,1212100953.0,932.0,853.0
45091,1212109294.0,936.0,853.0
45092,1212117675.0,929.0,868.0
45093,1212125942.0,931.0,868.0
45094,1212134353.0,935.0,864.0
45095,1212142670.0,942.0,856.0
45096,1212150939.0,939.0,859.0
45097,1212159335.0,922.0,881.0
45098,1212167648.0,935.0,858.0
45099,1212175952.0,946.0,856.0
45100,1212184269.0,943.0,855.0
45101,1212192642.0,939.0,871.0
45102,1212201012.0,933.0,864.0
45103,1212209317.0,948.0,867.0
45104,1212217641.0,950.0,865.0
45105,1212225932.0,929.0,872.0
45106,1212234262.0,917.0,856.0
45107,1212242636.0,932.0,863.0
45108,1212250929.0,939.0,867.0
45109,1212259269.0,944.0,857.0
45110,1212267589.0,940.0,869.0
45111,1212276012.0,947.0,867.0
45112,1212284309.0,950.0,861.0
45113,1212292674.0,946.0,844.0
45114,1212300918.0,954.0,855.0
45115,1212309326.0,946.0,867.0
45116,1212317594.0,944.0,881.0
45117,1212325968.0,938.0,867.0
45118,1212334254.0,950.0,865.0
45119,1212342586.0,949.0,866.0
45120,1212350930.0,946.0,862.0
45121,1212359267.0,959.0,867.0
45122,1212367632.0,959.0,867.0
45123,1212375925.0,951.0,851.0
45124,1212384293.0,939.0,848.0
45125,1212392575.0,952.0,859.0
45126,1212400965.0,969.0,860.0
45127,1212409255.0,994.0,786.0
45128,1212417612.0,930.0,805.0
45129,1212425978.0,982.0,768.0
45130,1212434289.0,974.0,776.0
45131,1212442568.0,995.0,781.0
45132,1212450959.0,995.0,784.0
45133,1212459267.0,991.0,764.0
45134,1212467567.0,943.0,818.0
45135,1212475969.0,1004.0,779.0
45136,1212484282.0,1006.0,788.0
45137,1212492564.0,991.0,762.0
45138,1212500963.0,996.0,783.0
45139,1212509232.0,1004.0,772.0
45140,1212517615.0,1007.0,782.0
45141,1212525951.0,998.0,774.0
45142,1212534292.0,994.0,771.0
45143,1212542611.0,945.0,806.0
45144,1212550894.0,1014.0,760.0
45145,1212559257.0,1002.0,781.0
45146,1212567588.0,949.0,815.0
45147,1212575907.0,1002.0,770.0
45148,1212584282.0,1004.0,762.0
45149,1212592589.0,995.0,767.0
45150,1212600923.0,988.0,774.0
45151,1212609219.0,981.0,778.0
45152,1212617585.0,923.0,812.0
45153,1212625885.0,997.0,761.0
45154,1212634216.0,1009.0,750.0
45155,1212642548.0,1001.0,744.0
45156,1212650883.0,957.0,738.0
45157,1212659247.0,896.0,652.0
45158,1212667544.0,886.0,623.0
45159,1212675911.0,887.0,592.0
45160,1212684238.0,888.0,595.0
45161,1212692572.0,894.0,589.0
45162,1212700877.0,899.0,625.0
45163,1212709243.0,906.0,608.0
45164,1212717538.0,903.0,559.0
45165,1212725874.0,898.0,544.0
45166,1212734206.0,895.0,553.0
45167,1212742537.0,898.0,557.0
45168,1212750879.0,892.0,571.0
45169,1212759217.0,906.0,586.0
45170,1212767533.0,916.0,575.0
45171,1212775869.0,908.0,560.0
45172,1212784201.0,906.0,533.0
45173,1212792565.0,909.0,557.0
45174,1212800876.0,905.0,568.0
45175,1212809239.0,897.0,577.0
45176,1212817527.0,885.0,539.0
45177,1212825877.0,887.0,534.0
45178,1212834276.0,881.0,540.0
45179,1212842586.0,910.0,599.0
45180,1212850910.0,908.0,594.0
45181,1212859188.0,899.0,559.0
45182,1212867522.0,913.0,561.0
45183,1212875875.0,887.0,540.0
45184,1212884283.0,885.0,537.0
45185,1212892521.0,879.0,529.0
45186,1212900888.0,895.0,519.0
45187,1212909236.0,910.0,566.0
45188,1212917515.0,925.0,535.0
45189,1212925853.0,908.0,555.0
45190,1212934182.0,905.0,507.0
45191,1212942514.0,906.0,513.0
45192,1212950906.0,901.0,576.0
45193,1212959206.0,910.0,560.0
45194,1212967512.0,904.0,561.0
45195,1212975842.0,906.0,554.0
45196,1212984176.0,906.0,563.0
45197,1212992510.0,902.0,571.0
45198,1213000840.0,912.0,576.0
45199,1213009174.0,908.0,587.0
45200,1213017506.0,905.0,617.0
45201,1213025904.0,897.0,601.0
45202,1213034217.0,919.0,546.0
45203,1213042536.0,918.0,547.0
45204,1213050848.0,926.0,562.0
45205,1213059221.0,913.0,590.0
45206,1213067499.0,910.0,568.0
45207,1213075881.0,890.0,608.0
45208,1213084163.0,899.0,581.0
45209,1213092497.0,899.0,586.0
45210,1213100849.0,901.0,590.0
45211,1213109189.0,897.0,599.0
45212,1213117496.0,902.0,603.0
45213,1213125867.0,851.0,639.0
45214,1213134194.0,905.0,630.0
45215,1213142493.0,907.0,589.0
45231,1213275847.0,906.0,644.0
45232,1213284181.0,1019.0,638.0
45233,1213292477.0,998.0,641.0
45234,1213300845.0,992.0,657.0
45235,1213309141.0,983.0,662.0
45236,1213317510.0,985.0,683.0
45237,1213325851.0,985.0,689.0
45238,1213334146.0,997.0,682.0
45239,1213342502.0,1005.0,683.0
45240,1213350837.0,1004.0,710.0
45241,1213359134.0,1006.0,704.0
45242,1213367500.0,1016.0,691.0
45243,1213375835.0,981.0,694.0
45244,1213384130.0,986.0,691.0
45245,1213392464.0,990.0,680.0
45246,1213400809.0,944.0,697.0
45247,1213409134.0,993.0,696.0
45248,1213417507.0,988.0,700.0
45249,1213425797.0,943.0,704.0
45250,1213434160.0,995.0,683.0
45251,1213442456.0,1002.0,678.0
45252,1213450792.0,936.0,700.0
45253,1213459121.0,995.0,684.0
45254,1213467487.0,971.0,708.0
45255,1213475788.0,938.0,727.0
45256,1213484117.0,976.0,707.0
45257,1213492451.0,1015.0,666.0
45258,1213500801.0,947.0,681.0
45259,1213509144.0,1006.0,648.0
45260,1213517528.0,981.0,693.0
45261,1213525846.0,934.0,731.0
45262,1213534118.0,970.0,713.0
45263,1213542537.0,959.0,673.0
45264,1213550778.0,861.0,694.0
45265,1213559108.0,870.0,644.0
45266,1213567444.0,844.0,663.0
45267,1213575812.0,790.0,682.0
45268,1213584141.0,846.0,672.0
45269,1213592445.0,847.0,663.0
45270,1213600774.0,793.0,695.0
45271,1213609105.0,842.0,666.0
45272,1213617437.0,839.0,675.0
45273,1213625772.0,789.0,692.0
45274,1213634101.0,849.0,671.0
45275,1213642498.0,849.0,655.0
45276,1213650779.0,797.0,680.0
45277,1213659164.0,833.0,656.0
45278,1213667452.0,830.0,650.0
45279,1213675767.0,798.0,645.0
45280,1213684103.0,804.0,647.0
45281,1213692470.0,807.0,656.0
45282,1213700823.0,774.0,671.0
45283,1213709122.0,804.0,648.0
45284,1213717429.0,803.0,662.0
45285,1213725823.0,803.0,658.0
45286,1213734095.0,805.0,666.0
45287,1213742425.0,808.0,653.0
45288,1213750764.0,794.0,690.0
45289,1213759091.0,807.0,659.0
45290,1213767421.0,802.0,642.0
45291,1213775759.0,821.0,657.0
45292,1213784086.0,819.0,650.0
45293,1213792462.0,817.0,654.0
45294,1213800752.0,824.0,656.0
45295,1213809115.0,831.0,649.0
45296,1213817447.0,835.0,651.0
45297,1213825758.0,845.0,658.0
45298,1213834101.0,840.0,663.0
45299,1213842433.0,841.0,637.0
45300,1213850752.0,785.0,721.0
45314,1213967405.0,834.0,716.0
45315,1213975735.0,834.0,716.0
45316,1213984067.0,867.0,492.0
45317,1213992463.0,859.0,533.0
45318,1214000740.0,847.0,562.0
45319,1214009060.0,842.0,559.0
45320,1214017391.0,842.0,564.0
45321,1214025774.0,843.0,560.0
45322,1214034057.0,840.0,558.0
45323,1214042388.0,837.0,568.0
45324,1214050757.0,839.0,565.0
45325,1214059054.0,841.0,560.0
45326,1214067389.0,843.0,553.0
45327,1214075721.0,845.0,548.0
45328,1214084050.0,845.0,547.0
45329,1214092383.0,848.0,550.0
45330,1214100756.0,850.0,541.0
45331,1214109107.0,846.0,544.0
45332,1214117412.0,839.0,551.0
45333,1214125715.0,833.0,544.0
45334,1214134046.0,837.0,547.0
45335,1214142378.0,839.0,544.0
45336,1214150748.0,846.0,544.0
45337,1214159065.0,844.0,529.0
45338,1214167398.0,845.0,543.0
45339,1214175730.0,848.0,521.0
45340,1214184058.0,853.0,540.0
45341,1214192443.0,854.0,540.0
45342,1214200707.0,845.0,551.0
45343,1214209068.0,828.0,550.0
45344,1214217385.0,831.0,556.0
45345,1214225765.0,839.0,560.0
45346,1214234043.0,840.0,504.0
45347,1214242443.0,844.0,511.0
45348,1214250714.0,847.0,536.0
45349,1214259033.0,843.0,560.0
45350,1214267398.0,850.0,583.0
45351,1214275699.0,833.0,565.0
45352,1214284051.0,830.0,566.0
45353,1214292383.0,832.0,566.0
45354,1214300759.0,835.0,575.0
45355,1214309036.0,842.0,586.0
45356,1214317359.0,839.0,569.0
45357,1214325700.0,835.0,559.0
45358,1214334059.0,845.0,553.0
45359,1214342388.0,845.0,553.0
45360,1214350689.0,839.0,581.0
45361,1214359065.0,813.0,567.0
45362,1214367375.0,813.0,567.0
45363,1214375776.0,819.0,576.0
45364,1214384028.0,829.0,582.0
45365,1214392373.0,825.0,594.0
45366,1214400693.0,818.0,568.0
45367,1214409017.0,813.0,560.0
45368,1214417401.0,814.0,560.0
45369,1214425682.0,829.0,556.0
45370,1214434057.0,840.0,591.0
45371,1214442416.0,850.0,591.0
45372,1214450681.0,835.0,596.0
45373,1214459089.0,832.0,598.0
45374,1214467350.0,812.0,578.0
45375,1214475677.0,879.0,691.0
45376,1214484052.0,924.0,746.0
45377,1214492395.0,925.0,744.0
45378,1214500684.0,917.0,750.0
45379,1214509014.0,907.0,735.0
45380,1214517337.0,913.0,742.0
45381,1214525675.0,892.0,720.0
45382,1214534063.0,889.0,755.0
45383,1214542408.0,910.0,740.0
45384,1214550736.0,898.0,744.0
45385,1214559016.0,942.0,754.0
45386,1214567330.0,918.0,744.0
45387,1214575720.0,934.0,754.0
45388,1214583995.0,923.0,726.0
45389,1214592327.0,924.0,726.0
